,gene_symbol,myAUC,myDiff,power,cluster #
0,CALB1,0.966,3.615047,0.466,1
1,SLC4A3,0.963,3.448571,0.463,1
2,TPM3,0.965,3.151521,0.465,1
3,SEPT4,0.964,2.939258,0.464,1
4,VIM,0.944,2.937992,0.444,1
5,SEPT7,0.968,2.808893,0.468,1
6,1500016L03RIK,0.896,2.777389,0.396,1
7,LHX1,0.862,2.524691,0.362,1
8,ATP1B1,0.913,2.520540,0.413,1
9,BAI1,0.855,2.451809,0.355,1
10,CD47,0.904,2.425913,0.404,1
11,TPM3-RS7,0.850,2.340003,0.350,1
12,SNHG11,0.906,2.329016,0.406,1
13,PCSK1N,0.910,2.295309,0.410,1
14,C1QL1,0.863,2.257023,0.363,1
15,PPP1R1A,0.872,2.200677,0.372,1
16,NEBL,0.840,2.187973,0.340,1
17,MAGED1,0.901,2.143543,0.401,1
18,GNAS,0.936,2.121058,0.436,1
19,PCBD1,0.837,2.100263,0.337,1
20,TMEFF2,0.837,2.087888,0.337,1
21,SMARCA4,0.907,2.073006,0.407,1
22,LRRC4,0.833,2.057230,0.333,1
23,UTRN,0.803,1.995075,0.303,1
24,ADRA2A,0.813,1.993091,0.313,1
25,TFAP2B,0.899,1.986766,0.399,1
26,MYO6,0.860,1.972649,0.360,1
27,NDRG4,0.882,1.970533,0.382,1
28,GNG2,0.825,1.959108,0.325,1
29,TMEM132A,0.816,1.954705,0.316,1
30,GM16551,0.799,1.945718,0.299,1
31,ONECUT2,0.807,1.931103,0.307,1
32,NDRG1,0.906,1.920706,0.406,1
33,A330050F15RIK,0.804,1.915932,0.304,1
34,TKT,0.855,1.910653,0.355,1
35,COL27A1,0.726,1.883251,0.226,1
36,SGK1,0.821,1.876982,0.321,1
37,FAM126A,0.802,1.858034,0.302,1
38,WNK4,0.784,1.841538,0.284,1
39,TAGLN3,0.815,1.782407,0.315,1
40,SLC12A2,0.803,1.768314,0.303,1
41,SLC4A5,0.781,1.760906,0.281,1
42,LSAMP,0.829,1.738595,0.329,1
43,SYT2,0.779,1.713377,0.279,1
44,LY6E,0.747,1.701416,0.247,1
45,STMN2,0.827,1.697169,0.327,1
46,LMO1,0.769,1.657498,0.269,1
47,SEPT8,0.784,1.654456,0.284,1
48,PROX1,0.846,1.646287,0.346,1
49,CHGB,0.841,1.628412,0.341,1
50,NPY,0.737,1.627193,0.237,1
51,GALNT18,0.765,1.620340,0.265,1
52,ZEB2,0.793,1.616501,0.293,1
53,SOWAHA,0.752,1.605413,0.252,1
54,LIMA1,0.773,1.599290,0.273,1
55,THRSP,0.758,1.592738,0.258,1
56,MEGF11,0.765,1.587717,0.265,1
57,UCHL1,0.809,1.585799,0.309,1
58,F2R,0.742,1.585087,0.242,1
59,RCN2,0.798,1.581440,0.298,1
60,VWC2,0.763,1.571960,0.263,1
61,PCSK6,0.735,1.571878,0.235,1
62,ITGB5,0.745,1.557512,0.245,1
63,APP,0.822,1.550700,0.322,1
64,TUBB2A,0.817,1.540466,0.317,1
65,BC030476,0.750,1.535140,0.250,1
66,CDC42EP4,0.754,1.512842,0.254,1
67,PTPRO,0.748,1.502980,0.248,1
68,RGS3,0.746,1.501006,0.246,1
69,2410066E13RIK,0.768,1.487613,0.268,1
70,WFDC10,0.718,1.485101,0.218,1
71,ANK2,0.855,1.477172,0.355,1
72,CTTNBP2,0.741,1.474312,0.241,1
73,FAM124A,0.721,1.474108,0.221,1
74,TNR,0.729,1.463381,0.229,1
75,RBFOX2,0.768,1.456189,0.268,1
76,SPARCL1,0.767,1.446874,0.267,1
77,THSD7A,0.783,1.441073,0.283,1
78,PACSIN1,0.799,1.440395,0.299,1
79,VAT1L,0.751,1.429302,0.251,1
80,SYT11,0.786,1.425350,0.286,1
81,AKAP12,0.739,1.424278,0.239,1
82,ABHD10,0.763,1.411246,0.263,1
83,PTPRT,0.729,1.406432,0.229,1
84,RCAN2,0.754,1.405642,0.254,1
85,KIF3A,0.793,1.398151,0.293,1
86,LRP11,0.758,1.397326,0.258,1
87,RTN1,0.801,1.393281,0.301,1
88,FKBP3,0.807,1.383785,0.307,1
89,NEFL,0.814,1.374162,0.314,1
90,CD59A,0.753,1.372191,0.253,1
91,CDH4,0.748,1.371678,0.248,1
92,TMOD1,0.746,1.367990,0.246,1
93,FAIM2,0.751,1.367737,0.251,1
94,CTNNA2,0.739,1.362929,0.239,1
95,SEPT6,0.737,1.357596,0.237,1
96,MAB21L2,0.751,1.352143,0.251,1
97,MSI2,0.844,1.351412,0.344,1
98,ONECUT1,0.723,1.348846,0.223,1
99,ANGPT2,0.716,1.342637,0.216,1
100,THSD7B,0.709,1.318613,0.209,1
101,SNAP25,0.905,1.316286,0.405,1
102,NEFM,0.766,1.311134,0.266,1
103,SCD2,0.753,1.296970,0.253,1
104,FAM84B,0.734,1.296355,0.234,1
105,MGARP,0.888,1.277813,0.388,1
106,APPL2,0.758,1.261116,0.258,1
107,DNER,0.752,1.256005,0.252,1
108,PFKFB3,0.706,1.250256,0.206,1
109,MT1,0.729,1.246724,0.229,1
110,LMO4,0.742,1.245222,0.242,1
111,ZFP804A,0.746,1.241753,0.246,1
112,RABEP1,0.771,1.228045,0.271,1
113,OSBPL1A,0.729,1.227105,0.229,1
114,YWHAG,0.763,1.225112,0.263,1
115,PDE3A,0.702,1.219989,0.202,1
116,CACNG3,0.717,1.219146,0.217,1
117,REEP5,0.751,1.204753,0.251,1
118,KLF13,0.706,1.196781,0.206,1
119,TMX4,0.753,1.186779,0.253,1
120,SNCG,0.712,1.184574,0.212,1
121,SNRPN,0.732,1.180677,0.232,1
122,SLC24A2,0.705,1.172493,0.205,1
123,GNAI1,0.726,1.153326,0.226,1
124,MLLT11,0.733,1.153193,0.233,1
125,DST,0.742,1.150327,0.242,1
126,ADARB1,0.742,1.147777,0.242,1
127,ANKRD29,0.706,1.145796,0.206,1
128,ST8SIA3,0.703,1.129373,0.203,1
129,PLCB4,0.765,1.116768,0.265,1
130,BEX2,0.762,1.114780,0.262,1
131,FAM115A,0.746,1.114026,0.246,1
132,PLEKHA1,0.751,1.113187,0.251,1
133,MPC1,0.706,1.109670,0.206,1
134,MOCS2,0.739,1.107821,0.239,1
135,COX5A,0.776,1.104444,0.276,1
136,TUBA1A,0.774,1.100378,0.274,1
137,PLCH1,0.705,1.097744,0.205,1
138,PIK3R3,0.711,1.092873,0.211,1
139,TSPAN3,0.771,1.087383,0.271,1
140,EMC9,0.703,1.086119,0.203,1
141,UHRF1BP1L,0.710,1.081116,0.210,1
142,NAV1,0.713,1.074276,0.213,1
143,INA,0.724,1.066690,0.224,1
144,HAUS8,0.708,1.065310,0.208,1
145,HSP90AB1,0.800,1.059681,0.300,1
146,NDN,0.733,1.058386,0.233,1
147,NEFH,0.707,1.052242,0.207,1
148,GATSL2,0.702,1.046289,0.202,1
149,TPM1,0.728,1.044557,0.228,1
150,STMN3,0.743,1.042409,0.243,1
151,ZWINT,0.717,1.028737,0.217,1
152,SPOCK3,0.704,1.026265,0.204,1
153,ELAVL3,0.730,1.019721,0.230,1
154,ATP6V1A,0.761,1.013906,0.261,1
155,LDHA,0.298,-1.429546,0.202,1
156,H3F3B,0.226,-1.724698,0.274,1
157,EPB4.1,0.297,-1.890330,0.203,1
158,A930011O12RIK,0.289,-1.908058,0.211,1
159,TMA7,0.292,-1.922734,0.208,1
160,CRX,0.295,-1.940202,0.205,1
161,HMGN1,0.173,-2.030775,0.327,1
162,MPP4,0.297,-2.122800,0.203,1
163,CNGB1,0.289,-2.144480,0.211,1
164,FAM57B,0.269,-2.148614,0.231,1
165,GUCA1B,0.298,-2.192529,0.202,1
166,AIPL1,0.269,-2.202228,0.231,1
167,PDE6A,0.284,-2.233229,0.216,1
168,RDH12,0.291,-2.272536,0.209,1
169,GNB1,0.187,-2.284490,0.313,1
170,NEUROD1,0.238,-2.422956,0.262,1
171,NRL,0.224,-2.424409,0.276,1
172,UNC119,0.193,-2.478130,0.307,1
173,NR2E3,0.217,-2.484357,0.283,1
174,RS1,0.222,-2.534411,0.278,1
175,SLC24A1,0.230,-2.558786,0.270,1
176,PRPH2,0.154,-2.572327,0.346,1
177,ROM1,0.184,-2.594330,0.316,1
178,RP1,0.190,-2.660436,0.310,1
179,PDE6B,0.190,-2.707960,0.310,1
180,TULP1,0.163,-2.748272,0.337,1
181,CNGA1,0.215,-2.752815,0.285,1
182,RCVRN,0.175,-2.769719,0.325,1
183,PDE6G,0.160,-2.791625,0.340,1
184,PDC,0.133,-2.805456,0.367,1
185,GNGT1,0.123,-2.821179,0.377,1
186,RPGRIP1,0.195,-2.867157,0.305,1
187,GNAT1,0.158,-2.923872,0.342,1
188,RHO,0.121,-2.940345,0.379,1
189,SAG,0.118,-2.967888,0.382,1
194,NEFL,0.984,3.829399,0.484,2
195,NEFM,0.953,3.464532,0.453,2
196,SNCG,0.938,3.269859,0.438,2
197,CALB2,0.884,3.081448,0.384,2
198,STMN2,0.944,2.861225,0.444,2
199,THY1,0.900,2.782679,0.400,2
200,ATP1B1,0.916,2.633335,0.416,2
201,SLC17A6,0.879,2.610603,0.379,2
202,NRN1,0.868,2.509114,0.368,2
203,UCHL1,0.909,2.411926,0.409,2
204,GAP43,0.867,2.314068,0.367,2
205,STMN3,0.906,2.200448,0.406,2
206,CDK14,0.855,2.189091,0.355,2
207,YWHAH,0.854,2.103748,0.354,2
208,RGS4,0.775,2.052411,0.275,2
209,NELL2,0.801,2.005519,0.301,2
210,SNHG11,0.847,1.998298,0.347,2
211,RTN1,0.872,1.992219,0.372,2
212,FXYD7,0.815,1.921975,0.315,2
213,INA,0.857,1.864647,0.357,2
214,TPPP3,0.789,1.858532,0.289,2
215,TUBB2A,0.851,1.844621,0.351,2
216,RBPMS,0.796,1.835589,0.296,2
217,MEG3,0.835,1.831667,0.335,2
218,SCN2A1,0.798,1.825259,0.298,2
219,TUBB3,0.814,1.819493,0.314,2
220,VSNL1,0.793,1.812314,0.293,2
221,APP,0.848,1.800057,0.348,2
222,MFSD6,0.791,1.774345,0.291,2
223,OLFM1,0.832,1.767142,0.332,2
224,CEND1,0.806,1.753636,0.306,2
225,KIF5A,0.806,1.715671,0.306,2
226,ZWINT,0.822,1.713431,0.322,2
227,BASP1,0.839,1.707778,0.339,2
228,CHRNA6,0.751,1.703049,0.251,2
229,NAP1L5,0.826,1.688741,0.326,2
230,SCN1A,0.761,1.675414,0.261,2
231,SPARCL1,0.806,1.650738,0.306,2
232,RAB6B,0.826,1.648695,0.326,2
233,SNCA,0.746,1.628302,0.246,2
234,DNER,0.806,1.625146,0.306,2
235,MYT1L,0.782,1.602185,0.282,2
236,TAGLN3,0.789,1.596353,0.289,2
237,NSG2,0.791,1.591428,0.291,2
238,NDRG4,0.818,1.579659,0.318,2
239,KCNIP4,0.724,1.575295,0.224,2
240,MAP1A,0.761,1.564301,0.261,2
241,FGF12,0.759,1.554984,0.259,2
242,CPLX2,0.757,1.547165,0.257,2
243,LSAMP,0.764,1.532664,0.264,2
244,NSG1,0.773,1.531646,0.273,2
245,GNG3,0.798,1.526804,0.298,2
246,TTC3,0.863,1.526759,0.363,2
247,SNRPN,0.786,1.524628,0.286,2
248,MGST3,0.763,1.521974,0.263,2
249,POU4F1,0.708,1.493041,0.208,2
250,RBFOX1,0.756,1.490707,0.256,2
251,2900011O08RIK,0.797,1.489750,0.297,2
252,S100A10,0.739,1.487422,0.239,2
253,CALM2,0.848,1.470176,0.348,2
254,CPLX1,0.711,1.458879,0.211,2
255,CAMK2N1,0.791,1.455445,0.291,2
256,GABBR2,0.734,1.435871,0.234,2
257,RBPMS2,0.735,1.422357,0.235,2
258,ELAVL2,0.716,1.416182,0.216,2
259,REEP5,0.767,1.411279,0.267,2
260,ACOT7,0.763,1.408963,0.263,2
261,LYNX1,0.732,1.398066,0.232,2
262,CHRNB3,0.724,1.396429,0.224,2
263,RAB6A,0.802,1.365048,0.302,2
264,SYT11,0.789,1.361853,0.289,2
265,RPH3A,0.769,1.361064,0.269,2
266,MGLL,0.731,1.351262,0.231,2
267,CAPNS1,0.766,1.336082,0.266,2
268,ELAVL4,0.739,1.327648,0.239,2
269,MLLT11,0.754,1.324574,0.254,2
270,APBB2,0.733,1.324301,0.233,2
271,HPCA,0.735,1.312442,0.235,2
272,PPP2R2C,0.729,1.312231,0.229,2
273,MYO1B,0.703,1.310809,0.203,2
274,PCDHA2,0.752,1.310031,0.252,2
275,SULT4A1,0.720,1.305228,0.220,2
276,ROBO2,0.735,1.276553,0.235,2
277,ATL1,0.728,1.276524,0.228,2
278,YWHAB,0.828,1.272542,0.328,2
279,BEND6,0.719,1.270603,0.219,2
280,AHNAK2,0.713,1.266931,0.213,2
281,TUBA1A,0.825,1.258349,0.325,2
282,RESP18,0.702,1.244231,0.202,2
283,NRXN1,0.719,1.242874,0.219,2
284,ATP2B2,0.719,1.240608,0.219,2
285,EPHA5,0.723,1.231067,0.223,2
286,SPOCK2,0.735,1.228244,0.235,2
287,TMEM130,0.726,1.225743,0.226,2
288,YWHAG,0.751,1.224966,0.251,2
289,SRGAP1,0.707,1.220082,0.207,2
290,STMN4,0.722,1.214691,0.222,2
291,GNAS,0.823,1.206586,0.323,2
292,EBF1,0.717,1.202313,0.217,2
293,KIF5C,0.748,1.199040,0.248,2
294,TPM1,0.735,1.195887,0.235,2
295,TTLL7,0.707,1.194259,0.207,2
296,HSP90AB1,0.844,1.192653,0.344,2
297,ENO2,0.784,1.190777,0.284,2
298,INPP5F,0.710,1.175178,0.210,2
299,L1CAM,0.714,1.174820,0.214,2
300,SERINC1,0.776,1.172132,0.276,2
301,KIFAP3,0.781,1.169721,0.281,2
302,TMSB10,0.748,1.167262,0.248,2
303,ATPIF1,0.773,1.160103,0.273,2
304,MAPT,0.751,1.153592,0.251,2
305,EMB,0.704,1.153408,0.204,2
306,SYN2,0.713,1.152558,0.213,2
307,CALM3,0.757,1.147375,0.257,2
308,SCG2,0.767,1.144454,0.267,2
309,RAB3C,0.735,1.143869,0.235,2
310,TMOD2,0.733,1.143826,0.233,2
311,PCP4,0.743,1.137348,0.243,2
312,LDHB,0.729,1.136283,0.229,2
313,OGFRL1,0.728,1.132671,0.228,2
314,PLS3,0.701,1.129242,0.201,2
315,OSBPL1A,0.713,1.127818,0.213,2
316,SYT4,0.736,1.109372,0.236,2
317,CD47,0.749,1.108135,0.249,2
318,CNTN1,0.716,1.100946,0.216,2
319,SPOCK3,0.713,1.096385,0.213,2
320,KLC1,0.761,1.081218,0.261,2
321,DPYSL2,0.722,1.070807,0.222,2
322,CBX6,0.706,1.069450,0.206,2
323,GNAO1,0.801,1.066166,0.301,2
324,RBFOX3,0.706,1.062023,0.206,2
325,SEPT3,0.710,1.061409,0.210,2
326,RTN3,0.764,1.054404,0.264,2
327,TXN1,0.741,1.045930,0.241,2
328,CYGB,0.712,1.041602,0.212,2
329,DSTN,0.736,1.028947,0.236,2
330,NEFH,0.701,1.028807,0.201,2
331,EPB4.1L3,0.735,1.024561,0.235,2
332,NDN,0.729,1.022810,0.229,2
333,YWHAQ,0.735,1.021231,0.235,2
334,ATP6V1G2,0.713,1.019868,0.213,2
335,CYB5R3,0.702,1.016407,0.202,2
336,GPRASP1,0.742,1.013893,0.242,2
337,RIT2,0.711,1.012204,0.211,2
338,PDCD4,0.741,1.004699,0.241,2
339,H3F3B,0.271,-1.176930,0.229,2
340,DDX5,0.276,-1.193109,0.224,2
341,GNB1,0.239,-1.628273,0.261,2
342,TMA7,0.290,-1.756221,0.210,2
343,PDE6A,0.298,-1.916518,0.202,2
344,RDH12,0.299,-1.978256,0.201,2
345,NEUROD1,0.265,-1.982771,0.235,2
346,AIPL1,0.277,-2.036910,0.223,2
347,NRL,0.241,-2.048768,0.259,2
348,CRX,0.293,-2.064793,0.207,2
349,CNGA1,0.239,-2.128658,0.261,2
350,RS1,0.239,-2.132605,0.261,2
351,UNC119,0.212,-2.193079,0.288,2
352,HMGN1,0.156,-2.204076,0.344,2
353,ROM1,0.206,-2.223073,0.294,2
354,SLC24A1,0.243,-2.273294,0.257,2
355,NR2E3,0.229,-2.289315,0.271,2
356,TULP1,0.174,-2.369311,0.326,2
357,PDE6B,0.202,-2.391414,0.298,2
358,PDE6G,0.180,-2.394168,0.320,2
359,RP1,0.203,-2.416303,0.297,2
360,PRPH2,0.164,-2.440696,0.336,2
361,RCVRN,0.183,-2.450023,0.317,2
362,GNAT1,0.175,-2.524310,0.325,2
363,RHO,0.130,-2.595284,0.370,2
364,SAG,0.129,-2.599480,0.371,2
365,GNGT1,0.129,-2.621825,0.371,2
366,RPGRIP1,0.204,-2.684191,0.296,2
367,PDC,0.139,-2.696102,0.361,2
372,RIMS1,0.992,4.082215,0.492,3
373,CALB2,0.959,3.407422,0.459,3
374,SCG2,0.951,2.785881,0.451,3
375,NPY,0.904,2.685796,0.404,3
376,SPOCK3,0.945,2.678047,0.445,3
377,SNHG11,0.942,2.664892,0.442,3
378,SLC5A7,0.889,2.523739,0.389,3
379,GAD1,0.893,2.305332,0.393,3
380,PCP4,0.927,2.304931,0.427,3
381,ATP1B1,0.915,2.244273,0.415,3
382,GNG7,0.872,2.199902,0.372,3
383,SPARCL1,0.877,2.152659,0.377,3
384,CHAT,0.839,2.117764,0.339,3
385,IGFBP7,0.874,2.106632,0.374,3
386,KCNC1,0.862,2.034054,0.362,3
387,CXCL14,0.836,2.027676,0.336,3
388,RBFOX1,0.842,2.010200,0.342,3
389,NHLH2,0.857,1.965244,0.357,3
390,PCP4L1,0.858,1.946188,0.358,3
391,HECW1,0.840,1.932796,0.340,3
392,RGS7BP,0.817,1.924553,0.317,3
393,MEGF11,0.822,1.915714,0.322,3
394,LSAMP,0.846,1.876113,0.346,3
395,GABRD,0.818,1.867550,0.318,3
396,CACNA2D1,0.817,1.822163,0.317,3
397,ID4,0.811,1.814870,0.311,3
398,CMTM8,0.807,1.803043,0.307,3
399,KCNAB1,0.797,1.796360,0.297,3
400,PPFIBP1,0.812,1.772586,0.312,3
401,ZMAT4,0.809,1.764427,0.309,3
402,TGFB3,0.799,1.762589,0.299,3
403,RPH3A,0.864,1.751654,0.364,3
404,NNAT,0.826,1.742048,0.326,3
405,CALB1,0.822,1.723125,0.322,3
406,CACNG2,0.801,1.702459,0.301,3
407,CALM1,0.934,1.694273,0.434,3
408,PCDH10,0.781,1.688172,0.281,3
409,PAPPA2,0.743,1.682248,0.243,3
410,SOX2OT,0.798,1.681475,0.298,3
411,SCG3,0.850,1.653641,0.350,3
412,DLGAP1,0.805,1.626709,0.305,3
413,CHN1,0.835,1.617582,0.335,3
414,GPR123,0.778,1.617023,0.278,3
415,FAM184B,0.787,1.601364,0.287,3
416,SLC32A1,0.796,1.599822,0.296,3
417,COL25A1,0.764,1.584211,0.264,3
418,PPM1L,0.775,1.568651,0.275,3
419,CHGB,0.881,1.563185,0.381,3
420,MEG3,0.866,1.563114,0.366,3
421,GABRA2,0.758,1.561233,0.258,3
422,CNTNAP2,0.811,1.558861,0.311,3
423,LIN7A,0.837,1.506146,0.337,3
424,CAMK2N1,0.830,1.503683,0.330,3
425,A830010M20RIK,0.761,1.495505,0.261,3
426,APBA1,0.756,1.494915,0.256,3
427,CPLX2,0.795,1.493169,0.295,3
428,MAGI3,0.762,1.479676,0.262,3
429,CTTNBP2,0.780,1.474337,0.280,3
430,SLC6A1,0.797,1.471722,0.297,3
431,TFAP2B,0.838,1.458329,0.338,3
432,GABRA4,0.731,1.443690,0.231,3
433,ISL1,0.866,1.442516,0.366,3
434,FAM49B,0.785,1.430077,0.285,3
435,CAMK2A,0.736,1.425387,0.236,3
436,CDK14,0.773,1.414271,0.273,3
437,GSTO1,0.715,1.408011,0.215,3
438,GRIA3,0.746,1.402325,0.246,3
439,TENM2,0.740,1.390000,0.240,3
440,CAPZA2,0.805,1.363952,0.305,3
441,TAGLN3,0.781,1.361440,0.281,3
442,SYT11,0.787,1.343219,0.287,3
443,GALNT15,0.718,1.338314,0.218,3
444,MAPK10,0.747,1.333658,0.247,3
445,SOX2,0.748,1.328242,0.248,3
446,GRIA2,0.810,1.314674,0.310,3
447,SNRPN,0.765,1.302095,0.265,3
448,STXBP6,0.715,1.300343,0.215,3
449,PSD3,0.724,1.295147,0.224,3
450,BASP1,0.786,1.289016,0.286,3
451,ARL4C,0.730,1.279132,0.230,3
452,SYNPR,0.776,1.278017,0.276,3
453,HLF,0.782,1.276773,0.282,3
454,NAP1L5,0.796,1.275991,0.296,3
455,APP,0.736,1.275816,0.236,3
456,NREP,0.818,1.271487,0.318,3
457,PTPRD,0.801,1.264783,0.301,3
458,NRCAM,0.742,1.263960,0.242,3
459,CD47,0.788,1.255114,0.288,3
460,PODXL2,0.767,1.235972,0.267,3
461,STMN3,0.779,1.235054,0.279,3
462,NEFH,0.713,1.230658,0.213,3
463,DAPK1,0.726,1.224896,0.226,3
464,ELAVL3,0.770,1.220472,0.270,3
465,VSTM2A,0.709,1.220317,0.209,3
466,REEP5,0.747,1.212653,0.247,3
467,CYFIP2,0.737,1.198555,0.237,3
468,AMIGO2,0.719,1.193345,0.219,3
469,GNG3,0.783,1.192467,0.283,3
470,CHD3,0.758,1.190095,0.258,3
471,DTNB,0.717,1.187726,0.217,3
472,NPTN,0.778,1.186421,0.278,3
473,DIRAS2,0.721,1.182766,0.221,3
474,PGM2L1,0.750,1.178870,0.250,3
475,KIF5C,0.760,1.178481,0.260,3
476,SYT1,0.855,1.177984,0.355,3
477,LDHB,0.778,1.172023,0.278,3
478,ELMOD1,0.748,1.164081,0.248,3
479,PLCH1,0.704,1.162078,0.204,3
480,EDIL3,0.725,1.160835,0.225,3
481,NRXN2,0.766,1.157403,0.266,3
482,FAM115A,0.738,1.155208,0.238,3
483,MED12L,0.710,1.151691,0.210,3
484,MXRA7,0.776,1.145751,0.276,3
485,DNM3,0.796,1.143089,0.296,3
486,VSTM2L,0.703,1.141293,0.203,3
487,1700025G04RIK,0.723,1.129913,0.223,3
488,ATP2B2,0.721,1.129631,0.221,3
489,SNCB,0.786,1.128583,0.286,3
490,TTC3,0.820,1.121625,0.320,3
491,SV2A,0.778,1.119631,0.278,3
492,MGLL,0.731,1.117164,0.231,3
493,ESPN,0.725,1.107524,0.225,3
494,FEZ1,0.713,1.105736,0.213,3
495,CELF4,0.802,1.102736,0.302,3
496,TMEM191C,0.709,1.102454,0.209,3
497,PRAF2,0.719,1.093227,0.219,3
498,CYGB,0.729,1.086962,0.229,3
499,PCDHA2,0.724,1.084084,0.224,3
500,GPM6A,0.774,1.076995,0.274,3
501,SEPT11,0.701,1.075883,0.201,3
502,ZCCHC18,0.727,1.075250,0.227,3
503,6430548M08RIK,0.736,1.071386,0.236,3
504,ITM2C,0.754,1.051279,0.254,3
505,ATP6V1E1,0.784,1.048681,0.284,3
506,SLC4A10,0.714,1.048067,0.214,3
507,GABRB3,0.707,1.045363,0.207,3
508,HPCAL1,0.723,1.028678,0.223,3
509,CACNA2D2,0.710,1.018877,0.210,3
510,YWHAH,0.728,1.009599,0.228,3
511,CST3,0.282,-1.475405,0.218,3
512,GNB1,0.240,-1.654043,0.260,3
513,HMGN1,0.189,-1.827649,0.311,3
514,AIPL1,0.290,-1.857153,0.210,3
515,RCVRN,0.207,-2.042189,0.293,3
516,UNC119,0.221,-2.055898,0.279,3
517,NRL,0.242,-2.067154,0.258,3
518,CNGA1,0.240,-2.096207,0.260,3
519,ROM1,0.209,-2.116826,0.291,3
520,NR2E3,0.240,-2.136288,0.260,3
521,PDC,0.166,-2.152007,0.334,3
522,PDE6G,0.192,-2.152778,0.308,3
523,PDE6B,0.213,-2.158794,0.287,3
524,SLC24A1,0.253,-2.169851,0.247,3
525,RP1,0.215,-2.179412,0.285,3
526,TULP1,0.186,-2.181446,0.314,3
527,RPGRIP1,0.226,-2.203667,0.274,3
528,RS1,0.237,-2.206460,0.263,3
529,PRPH2,0.177,-2.226499,0.323,3
530,GNGT1,0.154,-2.289551,0.346,3
531,GNAT1,0.187,-2.336430,0.313,3
532,SAG,0.143,-2.366434,0.357,3
533,RHO,0.148,-2.382665,0.352,3
538,TAC1,0.957,3.797157,0.457,4
539,CALB2,0.901,2.593063,0.401,4
540,SNHG11,0.924,2.325381,0.424,4
541,IGFBP7,0.837,2.280199,0.337,4
542,PAX6,0.913,2.258708,0.413,4
543,NHLH2,0.869,2.201437,0.369,4
544,GRIA2,0.915,2.170104,0.415,4
545,AI593442,0.810,2.066669,0.310,4
546,PCP4,0.892,2.063350,0.392,4
547,SPOCK3,0.845,2.017115,0.345,4
548,COL25A1,0.778,1.916207,0.278,4
549,KCTD12,0.742,1.898538,0.242,4
550,CXCL14,0.765,1.846094,0.265,4
551,OGFRL1,0.824,1.840851,0.324,4
552,GBX2,0.726,1.819879,0.226,4
553,LHX9,0.757,1.816715,0.257,4
554,KCNIP4,0.751,1.748102,0.251,4
555,TKT,0.815,1.737069,0.315,4
556,PCDH8,0.704,1.720415,0.204,4
557,CELF4,0.896,1.718605,0.396,4
558,STMN2,0.794,1.687253,0.294,4
559,MEG3,0.889,1.662832,0.389,4
560,DNER,0.808,1.653824,0.308,4
561,ZFHX3,0.765,1.644741,0.265,4
562,A830036E02RIK,0.710,1.606762,0.210,4
563,SIX6,0.755,1.580762,0.255,4
564,NDRG4,0.824,1.563205,0.324,4
565,HLF,0.782,1.551737,0.282,4
566,GRIN2B,0.702,1.522238,0.202,4
567,SNCA,0.734,1.483602,0.234,4
568,SERPINI1,0.734,1.415131,0.234,4
569,LY6H,0.701,1.377466,0.201,4
570,GRIA4,0.724,1.373989,0.224,4
571,SPARCL1,0.724,1.358443,0.224,4
572,NSG2,0.727,1.353166,0.227,4
573,CDK14,0.720,1.340365,0.220,4
574,SCN3A,0.708,1.309240,0.208,4
575,NRXN2,0.734,1.297254,0.234,4
576,NAV1,0.714,1.289989,0.214,4
577,ATP1B1,0.800,1.284113,0.300,4
578,STXBP5,0.719,1.259255,0.219,4
579,ELAVL3,0.761,1.253246,0.261,4
580,NUDT4,0.751,1.236266,0.251,4
581,CALM1,0.881,1.220586,0.381,4
582,PNMAL2,0.728,1.206131,0.228,4
583,APP,0.774,1.200908,0.274,4
584,TTC3,0.829,1.190737,0.329,4
585,BASP1,0.744,1.183024,0.244,4
586,RPH3A,0.717,1.156227,0.217,4
587,CYGB,0.704,1.143763,0.204,4
588,GPM6A,0.730,1.143690,0.230,4
589,AGAP1,0.713,1.142972,0.213,4
590,AUTS2,0.704,1.127089,0.204,4
591,RTN1,0.767,1.123584,0.267,4
592,SLC6A1,0.704,1.115752,0.204,4
593,SLC22A17,0.712,1.112067,0.212,4
594,SOX4,0.725,1.096108,0.225,4
595,ANK3,0.747,1.082388,0.247,4
596,NAP1L5,0.711,1.054049,0.211,4
597,CALM2,0.785,1.011094,0.285,4
598,MARCKSL1,0.711,1.007890,0.211,4
599,LDHA,0.288,-1.329895,0.212,4
600,HMGN1,0.234,-1.362895,0.266,4
601,UNC119,0.256,-1.364415,0.244,4
602,NEUROD1,0.269,-1.652305,0.231,4
603,GNB1,0.221,-1.671553,0.279,4
604,SLC24A1,0.275,-1.699003,0.225,4
605,RS1,0.266,-1.730768,0.234,4
606,RPGRIP1,0.250,-1.738476,0.250,4
607,TULP1,0.212,-1.762716,0.288,4
608,NR2E3,0.250,-1.799965,0.250,4
609,GNAT1,0.216,-1.817149,0.284,4
610,CNGA1,0.253,-1.822516,0.247,4
611,NRL,0.252,-1.843815,0.248,4
612,RCVRN,0.213,-1.877735,0.287,4
613,PRPH2,0.190,-1.894117,0.310,4
614,RHO,0.169,-1.917425,0.331,4
615,ROM1,0.213,-1.930023,0.287,4
616,RP1,0.231,-1.971244,0.269,4
617,PDE6G,0.206,-2.001563,0.294,4
618,SAG,0.159,-2.004070,0.341,4
